row_id,project_mode,app_type,monthly_users,expected_concurrent_users,requests_per_user_min,estimated_rps,peak_rps,budget_usd,storage_gb,performance_score,performance_available,cdn_present,database_intensity,api_intensity,realtime_required,realtime_connections,background_jobs,media_heavy,growth_rate,operational_skill,availability_level,high_availability,traffic_pattern,multi_region_required,autoscaling_required,managed_database_preferred,recommended_vcpu,recommended_ram_gb
WH-04300,NEW_IDEA,ECOMMERCE,819612,1038,14.91,257.94,325.01,167.9,73.4,,0,0,HIGH,HIGH,0,0,1,0,RAPID,ADVANCED,99.9,0,WEEKEND,1,1,1,16,32
WH-04301,LIVE_URL,ECOMMERCE,219475,752,8.52,106.78,215.7,126.97,467.9,76.3,1,1,HIGH,HIGH,0,0,0,1,STABLE,INTERMEDIATE,99.99,1,EVENT_DRIVEN,0,1,0,16,32
WH-04302,PLANNED,INTERNAL_BUSINESS,1475,13,8.42,1.82,3.43,15.49,25.6,,0,0,HIGH,MEDIUM,0,0,0,0,STABLE,BEGINNER,99.95,1,WEEKEND,0,0,1,2,8
WH-04303,LIVE_URL,ECOMMERCE,16430,76,5.94,7.52,10.46,60.54,209.4,58.0,1,1,HIGH,VERY_HIGH,0,0,0,0,MEDIUM,INTERMEDIATE,99.99,1,NORMAL,0,0,0,2,8
WH-04304,LIVE_URL,ECOMMERCE,10826,80,5.6,7.47,18.37,79.75,361.8,77.0,1,0,VERY_HIGH,HIGH,0,0,0,0,STABLE,BEGINNER,99.9,0,SEASONAL,0,0,1,1,16
WH-04305,LIVE_URL,SAAS,6226,87,23.06,33.44,49.15,10.46,33.5,71.1,1,1,HIGH,HIGH,1,38,1,0,RAPID,BEGINNER,99.9,0,BUSINESS_HOURS,0,0,1,4,8
WH-04306,NEW_IDEA,SAAS,89896,935,20.59,320.86,654.56,203.85,34.7,,0,1,HIGH,HIGH,0,0,1,0,SLOW,ADVANCED,99.9,0,EVENING,0,0,1,32,64
WH-04307,PLANNED,SAAS,300989,5117,23.25,1982.84,3033.74,649.97,95.3,,0,1,HIGH,VERY_HIGH,1,2901,0,0,MEDIUM,INTERMEDIATE,99.95,1,NORMAL,0,0,0,32,64
WH-04308,NEW_IDEA,EDUCATION,115224,985,6.96,114.26,169.1,25.58,11.8,,0,0,MEDIUM,LOW,0,0,0,0,MEDIUM,INTERMEDIATE,99.9,0,BUSINESS_HOURS,0,0,1,8,16
WH-04309,PLANNED,API_SERVICE,948079,2107,12.28,431.23,797.78,108.42,410.8,,0,0,MEDIUM,VERY_HIGH,1,557,0,1,MEDIUM,INTERMEDIATE,99.99,1,WEEKEND,1,0,0,32,64
WH-04310,LIVE_URL,CORPORATE,55995,5,2.39,0.2,0.3,24.1,41.2,99.0,1,1,LOW,LOW,0,0,1,0,SLOW,BEGINNER,99.5,0,BUSINESS_HOURS,0,0,0,1,4
WH-04311,LIVE_URL,SAAS,857787,2269,20.4,771.46,1018.33,626.46,127.6,63.8,1,0,VERY_HIGH,VERY_HIGH,1,621,1,0,STABLE,ADVANCED,99.9,0,EVENING,0,1,0,32,64
WH-04312,LIVE_URL,ECOMMERCE,30649,59,5.68,5.59,8.21,28.57,215.9,75.8,1,0,VERY_HIGH,HIGH,0,0,0,0,RAPID,ADVANCED,99.9,0,NORMAL,0,0,1,1,16
WH-04313,LIVE_URL,MARKETPLACE,138562,2053,14.78,505.72,819.27,235.46,156.0,72.9,1,0,VERY_HIGH,HIGH,0,0,1,0,STABLE,INTERMEDIATE,99.9,0,BUSINESS_HOURS,0,0,0,32,64
WH-04314,PLANNED,MARKETPLACE,82450,1067,6.25,111.15,133.38,24.86,35.0,,0,1,HIGH,VERY_HIGH,1,657,1,0,RAPID,ADVANCED,99.9,0,NORMAL,0,0,1,8,16
WH-04315,NEW_IDEA,BLOG,59478,37,1.64,1.01,2.68,12.54,16.9,,0,1,LOW,MEDIUM,0,0,0,0,SLOW,INTERMEDIATE,BASIC,0,SEASONAL,0,1,0,2,4
WH-04316,PLANNED,SAAS,1789192,1409,20.3,476.71,924.82,146.53,38.3,,0,1,HIGH,HIGH,0,0,1,0,MEDIUM,INTERMEDIATE,99.95,1,SEASONAL,0,0,0,32,64
WH-04317,LIVE_URL,API_SERVICE,1134567,4382,30.86,2253.81,4665.38,999.85,14.7,73.8,1,1,LOW,VERY_HIGH,0,0,0,0,RAPID,ADVANCED,99.95,1,EVENING,0,0,0,32,32
WH-04318,PLANNED,SAAS,26668,28,10.67,4.98,8.22,62.97,83.1,,0,1,HIGH,HIGH,0,0,1,0,MEDIUM,BEGINNER,99.9,0,BUSINESS_HOURS,0,0,0,2,8
WH-04319,LIVE_URL,API_SERVICE,972125,3965,25.74,1700.98,2228.29,540.49,25.9,99.0,1,0,MEDIUM,VERY_HIGH,1,2457,1,0,MEDIUM,INTERMEDIATE,99.9,0,BUSINESS_HOURS,0,0,1,32,64
WH-04320,LIVE_URL,SAAS,579267,3041,17.43,883.41,2305.7,783.62,56.6,83.8,1,0,HIGH,HIGH,1,1743,1,0,STABLE,INTERMEDIATE,99.9,0,SEASONAL,0,1,0,32,64
WH-04321,LIVE_URL,SAAS,884647,4167,14.18,984.8,2058.23,1066.1,48.3,65.4,1,0,HIGH,HIGH,1,3409,0,0,STABLE,INTERMEDIATE,99.99,1,EVENING,1,1,0,32,64
WH-04322,PLANNED,SAAS,192421,4223,11.41,803.07,2778.64,166.26,36.2,,0,0,MEDIUM,HIGH,1,1806,1,0,STABLE,INTERMEDIATE,99.5,0,EVENT_DRIVEN,0,1,1,32,64
WH-04323,LIVE_URL,BLOG,18960,6,3.59,0.36,0.64,17.06,26.3,73.9,1,1,LOW,LOW,0,0,0,0,SLOW,INTERMEDIATE,99.95,1,SEASONAL,0,0,1,2,4
WH-04324,PLANNED,COMMUNITY,277220,70,6.08,7.09,12.41,25.4,77.0,,0,0,MEDIUM,MEDIUM,0,0,1,1,STABLE,INTERMEDIATE,99.9,0,WEEKEND,0,0,0,2,8
WH-04325,LIVE_URL,SAAS,916732,4749,17.89,1415.99,3865.66,494.96,65.5,,0,1,HIGH,HIGH,1,2997,1,0,MEDIUM,INTERMEDIATE,99.5,0,SEASONAL,0,0,1,32,64
WH-04326,PLANNED,MARKETPLACE,85263,129,7.35,15.8,28.13,38.76,22.6,,0,0,HIGH,HIGH,0,0,0,0,STABLE,BEGINNER,99.95,1,BUSINESS_HOURS,0,0,1,2,8
WH-04327,NEW_IDEA,SAAS,62195,1345,5.44,121.95,185.36,79.58,118.4,,0,0,HIGH,HIGH,0,0,1,0,MEDIUM,BEGINNER,BASIC,0,NORMAL,0,0,1,16,32
WH-04328,LIVE_URL,API_SERVICE,845302,56,26.89,25.1,49.44,35.02,18.1,64.2,1,1,MEDIUM,VERY_HIGH,0,0,0,0,MEDIUM,BEGINNER,99.9,0,EVENING,0,0,0,4,8
WH-04329,NEW_IDEA,MARKETPLACE,469512,5033,14.98,1256.57,2877.55,487.37,108.2,,0,0,VERY_HIGH,HIGH,0,0,0,0,RAPID,BEGINNER,99.5,0,SEASONAL,0,0,0,32,64
WH-04330,LIVE_URL,SAAS,1660832,4393,23.95,1753.54,2525.1,271.02,65.2,64.0,1,0,MEDIUM,HIGH,0,0,1,0,SLOW,ADVANCED,99.9,0,NORMAL,0,1,0,32,64
WH-04331,LIVE_URL,BLOG,2742,29,3.11,1.5,1.74,30.96,150.1,73.3,1,0,LOW,LOW,0,0,0,1,MEDIUM,BEGINNER,99.95,1,NORMAL,0,0,1,2,4
WH-04332,NEW_IDEA,SAAS,10724,39,6.77,4.4,7.61,33.81,38.6,,0,1,HIGH,MEDIUM,0,0,0,0,SLOW,BEGINNER,99.9,0,BUSINESS_HOURS,0,0,0,1,8
WH-04333,NEW_IDEA,EDUCATION,62401,53,3.05,2.69,7.19,32.88,101.2,,0,0,MEDIUM,LOW,1,37,0,1,SLOW,INTERMEDIATE,99.9,0,SEASONAL,0,0,1,1,8
WH-04334,LIVE_URL,INTERNAL_BUSINESS,130,2,4.03,0.13,0.26,16.93,15.2,48.8,1,0,MEDIUM,MEDIUM,0,0,0,0,RAPID,INTERMEDIATE,99.95,1,WEEKEND,0,0,0,2,4
WH-04335,LIVE_URL,SAAS,673991,4894,23.6,1924.97,4812.43,811.6,112.6,66.7,1,0,HIGH,HIGH,0,0,1,0,MEDIUM,ADVANCED,99.99,1,EVENT_DRIVEN,0,1,0,32,64
WH-04336,PLANNED,MEDIA_STREAMING,33633,481,5.44,43.61,89.84,73.28,301.1,,0,0,HIGH,HIGH,1,125,0,1,MEDIUM,INTERMEDIATE,99.9,0,EVENING,0,0,0,8,16
WH-04337,PLANNED,API_SERVICE,709231,5352,30.07,2682.24,3969.72,612.66,54.7,,0,1,MEDIUM,VERY_HIGH,0,0,0,0,STABLE,INTERMEDIATE,99.95,1,WEEKEND,0,0,1,32,64
WH-04338,PLANNED,MARKETPLACE,281181,76,14.06,17.81,33.66,29.53,57.4,,0,0,VERY_HIGH,HIGH,1,30,0,0,MEDIUM,INTERMEDIATE,99.9,0,BUSINESS_HOURS,0,1,1,4,16
WH-04339,LIVE_URL,BLOG,21818,100,3.48,5.8,7.6,23.37,47.1,63.5,1,1,LOW,LOW,0,0,0,0,SLOW,ADVANCED,99.95,1,EVENING,0,0,0,2,4
WH-04340,LIVE_URL,BLOG,15313,15,3.93,0.98,1.68,27.35,49.0,74.5,1,0,LOW,LOW,0,0,0,1,SLOW,INTERMEDIATE,99.9,0,SEASONAL,0,0,1,1,4
WH-04341,PLANNED,API_SERVICE,1063053,6367,21.03,2231.63,2767.23,1013.79,29.7,,0,0,HIGH,VERY_HIGH,0,0,1,0,MEDIUM,INTERMEDIATE,99.9,0,NORMAL,1,0,0,32,64
WH-04342,LIVE_URL,SAAS,30920,685,6.31,72.04,292.48,97.88,142.1,58.0,1,0,HIGH,HIGH,0,0,1,0,MEDIUM,BEGINNER,99.99,1,EVENT_DRIVEN,0,0,1,16,32
WH-04343,NEW_IDEA,NEWS,28083,166,4.64,12.84,17.97,24.28,213.8,,0,0,HIGH,HIGH,0,0,0,1,SLOW,BEGINNER,99.9,0,EVENING,0,0,0,1,8
WH-04344,PLANNED,API_SERVICE,46776,307,33.1,169.36,298.08,56.96,65.5,,0,0,MEDIUM,VERY_HIGH,0,0,0,0,MEDIUM,BEGINNER,99.9,0,SEASONAL,0,0,1,16,32
WH-04345,PLANNED,SAAS,7664,29,15.46,7.47,22.34,119.25,141.9,,0,0,VERY_HIGH,HIGH,0,0,1,0,RAPID,BEGINNER,99.95,1,EVENT_DRIVEN,0,0,1,2,16
WH-04346,PLANNED,SAAS,1694749,2879,16.83,807.56,2043.13,617.76,78.0,,0,0,HIGH,HIGH,1,1029,0,0,MEDIUM,INTERMEDIATE,99.5,0,EVENT_DRIVEN,1,1,0,32,64
WH-04347,NEW_IDEA,INTERNAL_BUSINESS,134,2,6.42,0.21,0.3,8.0,21.9,,0,0,LOW,LOW,0,0,0,0,MEDIUM,BEGINNER,99.5,0,WEEKEND,0,0,0,2,4
WH-04348,NEW_IDEA,MARKETPLACE,261139,4222,11.74,826.1,1263.94,205.5,47.6,,0,0,HIGH,MEDIUM,1,982,0,0,MEDIUM,ADVANCED,99.9,0,NORMAL,0,1,1,32,64
WH-04349,PLANNED,ECOMMERCE,212423,34,14.3,8.1,10.7,41.28,142.0,,0,1,VERY_HIGH,HIGH,0,0,1,0,MEDIUM,ADVANCED,99.95,1,EVENING,0,0,1,2,16
WH-04350,NEW_IDEA,API_SERVICE,174137,43,32.02,22.95,43.14,23.13,21.0,,0,0,LOW,VERY_HIGH,0,0,0,0,SLOW,INTERMEDIATE,99.9,0,SEASONAL,0,0,0,2,4
WH-04351,LIVE_URL,CORPORATE,8730,6,4.39,0.44,0.67,35.79,13.8,83.2,1,1,LOW,MEDIUM,0,0,0,0,STABLE,BEGINNER,99.5,0,EVENING,0,0,0,2,4
WH-04352,LIVE_URL,MARKETPLACE,307285,81,13.41,18.1,27.7,56.93,18.3,72.4,1,1,HIGH,VERY_HIGH,0,0,1,0,RAPID,BEGINNER,99.95,1,NORMAL,0,0,1,4,8
WH-04353,PLANNED,PORTFOLIO,16554,18,1.29,0.39,0.51,25.12,14.2,,0,1,LOW,MEDIUM,0,0,0,0,MEDIUM,INTERMEDIATE,99.5,0,BUSINESS_HOURS,0,0,1,2,4
WH-04354,NEW_IDEA,ECOMMERCE,167342,2575,10.82,464.36,715.11,191.81,62.5,,0,1,HIGH,HIGH,0,0,0,0,SLOW,ADVANCED,99.95,1,BUSINESS_HOURS,0,1,1,32,64
WH-04355,LIVE_URL,EDUCATION,66740,20,5.21,1.74,2.54,18.17,273.6,63.2,1,1,MEDIUM,MEDIUM,0,0,0,1,MEDIUM,INTERMEDIATE,99.9,0,WEEKEND,0,0,0,1,4
WH-04356,PLANNED,API_SERVICE,195670,1481,33.02,815.04,1247.02,189.44,22.7,,0,1,MEDIUM,VERY_HIGH,0,0,1,0,MEDIUM,INTERMEDIATE,99.99,1,EVENING,0,0,1,32,64
WH-04357,LIVE_URL,MARKETPLACE,11394,229,16.52,63.05,116.64,38.26,60.6,58.5,1,1,HIGH,HIGH,0,0,1,0,MEDIUM,ADVANCED,99.95,1,EVENING,0,0,1,8,16
WH-04358,LIVE_URL,MARKETPLACE,1005420,3409,17.92,1018.15,3675.54,946.62,35.0,82.4,1,0,HIGH,MEDIUM,0,0,0,0,STABLE,BEGINNER,99.9,0,EVENT_DRIVEN,1,1,1,32,64
WH-04359,LIVE_URL,PORTFOLIO,1559,2,1.68,0.06,0.08,16.36,49.0,87.6,1,0,LOW,MEDIUM,0,0,0,0,STABLE,ADVANCED,99.95,1,NORMAL,0,0,1,2,4
WH-04360,LIVE_URL,SAAS,17946,32,8.27,4.41,7.41,26.41,154.6,84.6,1,0,HIGH,HIGH,0,0,1,0,MEDIUM,INTERMEDIATE,99.9,0,BUSINESS_HOURS,0,0,0,1,8
WH-04361,PLANNED,SAAS,201710,1530,20.28,517.14,1473.85,132.46,27.0,,0,1,HIGH,MEDIUM,1,840,1,0,MEDIUM,INTERMEDIATE,99.5,0,EVENT_DRIVEN,1,1,1,32,64
WH-04362,LIVE_URL,BLOG,7738,7,2.53,0.3,0.61,8.0,75.2,88.6,1,1,LOW,LOW,0,0,0,0,MEDIUM,INTERMEDIATE,99.9,0,EVENING,0,0,1,2,4
WH-04363,PLANNED,ECOMMERCE,17813,40,16.95,11.3,31.64,40.3,34.7,,0,1,MEDIUM,HIGH,0,0,0,0,MEDIUM,BEGINNER,99.95,1,SEASONAL,0,1,1,4,8
WH-04364,NEW_IDEA,BLOG,8760,80,4.6,6.13,7.91,18.11,84.7,,0,0,LOW,LOW,0,0,0,1,SLOW,BEGINNER,99.9,0,NORMAL,0,0,1,1,4
WH-04365,PLANNED,CORPORATE,10739,15,5.02,1.25,1.86,34.68,74.9,,0,0,LOW,MEDIUM,0,0,0,0,SLOW,INTERMEDIATE,99.95,1,EVENING,0,0,0,2,4
WH-04366,NEW_IDEA,SAAS,231330,741,14.71,181.67,299.75,75.4,84.3,,0,0,MEDIUM,MEDIUM,0,0,0,0,STABLE,ADVANCED,99.99,1,BUSINESS_HOURS,1,0,0,16,32
WH-04367,PLANNED,SAAS,7718,55,14.06,12.89,17.79,21.04,71.2,,0,0,HIGH,HIGH,1,16,0,0,MEDIUM,BEGINNER,99.9,0,WEEKEND,0,0,0,1,8
WH-04368,NEW_IDEA,CORPORATE,9330,12,4.48,0.9,1.85,8.0,22.2,,0,1,LOW,LOW,0,0,0,0,MEDIUM,ADVANCED,99.9,0,SEASONAL,0,0,0,1,4
WH-04369,PLANNED,ECOMMERCE,122906,195,6.0,19.5,76.25,10.65,143.6,,0,0,HIGH,VERY_HIGH,0,0,0,1,MEDIUM,ADVANCED,BASIC,0,EVENT_DRIVEN,0,0,0,8,16
WH-04370,PLANNED,SAAS,1014355,5008,18.59,1551.65,3273.97,461.69,77.9,,0,0,MEDIUM,HIGH,1,2955,1,0,STABLE,INTERMEDIATE,99.9,0,EVENT_DRIVEN,0,0,0,32,64
WH-04371,NEW_IDEA,INTERNAL_BUSINESS,591,14,5.78,1.35,2.5,10.29,16.1,,0,1,MEDIUM,MEDIUM,0,0,1,0,RAPID,INTERMEDIATE,99.99,1,SEASONAL,0,0,1,2,8
WH-04372,LIVE_URL,SAAS,814323,3121,10.41,541.49,1613.65,346.9,417.2,64.8,1,1,HIGH,HIGH,1,1659,1,1,STABLE,INTERMEDIATE,BASIC,0,SEASONAL,1,0,1,32,64
WH-04373,LIVE_URL,SAAS,671851,4140,19.73,1361.37,2368.78,286.03,52.2,58.4,1,1,HIGH,HIGH,1,1973,1,0,STABLE,BEGINNER,99.9,0,BUSINESS_HOURS,1,0,1,32,64
WH-04374,PLANNED,MARKETPLACE,79108,2273,15.73,595.9,2020.12,321.43,627.5,,0,0,HIGH,HIGH,0,0,1,1,RAPID,BEGINNER,99.5,0,SEASONAL,1,1,1,32,64
WH-04375,LIVE_URL,SAAS,30201,711,9.69,114.83,174.54,48.18,194.3,98.4,1,0,VERY_HIGH,HIGH,0,0,1,0,STABLE,INTERMEDIATE,99.9,0,NORMAL,0,0,0,16,32
WH-04376,PLANNED,BLOG,7130,13,3.65,0.79,1.03,17.53,21.5,,0,0,LOW,LOW,0,0,0,0,MEDIUM,INTERMEDIATE,BASIC,0,NORMAL,0,0,0,2,4
WH-04377,PLANNED,COMMUNITY,4102,19,11.6,3.67,7.05,16.95,130.9,,0,1,MEDIUM,MEDIUM,1,8,0,0,SLOW,BEGINNER,99.9,0,EVENING,0,1,0,2,4
WH-04378,LIVE_URL,PORTFOLIO,14640,13,3.31,0.72,1.84,16.84,10.1,97.9,1,0,LOW,LOW,0,0,0,0,RAPID,ADVANCED,99.5,0,SEASONAL,0,0,1,2,4
WH-04379,NEW_IDEA,CORPORATE,26361,50,4.29,3.58,6.54,44.41,33.4,,0,0,LOW,LOW,0,0,0,0,RAPID,INTERMEDIATE,99.9,0,WEEKEND,0,0,0,1,4
WH-04380,LIVE_URL,API_SERVICE,800583,3138,26.99,1411.58,2145.6,650.21,17.6,,0,1,MEDIUM,VERY_HIGH,0,0,1,0,MEDIUM,BEGINNER,99.95,1,NORMAL,0,1,1,32,64
WH-04381,LIVE_URL,BLOG,20116,14,1.74,0.41,0.7,22.18,45.2,89.6,1,0,LOW,LOW,0,0,0,0,RAPID,BEGINNER,99.99,1,BUSINESS_HOURS,0,0,1,2,4
WH-04382,PLANNED,INTERNAL_BUSINESS,14566,81,8.3,11.21,16.47,23.4,10.7,,0,0,LOW,MEDIUM,0,0,0,0,SLOW,INTERMEDIATE,BASIC,0,BUSINESS_HOURS,0,0,0,2,4
WH-04383,LIVE_URL,MEDIA_STREAMING,1464646,327,4.51,24.58,33.67,14.64,95.6,68.3,1,1,MEDIUM,MEDIUM,0,0,0,1,MEDIUM,BEGINNER,99.9,0,EVENING,0,0,0,2,8
WH-04384,LIVE_URL,API_SERVICE,45670,786,24.18,316.76,1092.82,101.4,125.8,87.6,1,0,HIGH,HIGH,0,0,1,0,RAPID,BEGINNER,99.9,0,SEASONAL,0,0,1,32,64
WH-04385,LIVE_URL,BLOG,32604,35,2.2,1.28,1.98,24.41,17.7,77.5,1,0,LOW,LOW,0,0,0,0,MEDIUM,INTERMEDIATE,99.5,0,NORMAL,0,0,1,2,4
WH-04386,NEW_IDEA,API_SERVICE,1117411,4612,23.99,1844.03,4905.12,294.07,19.2,,0,0,MEDIUM,VERY_HIGH,0,0,1,0,STABLE,ADVANCED,99.9,0,EVENT_DRIVEN,0,1,0,32,64
WH-04387,LIVE_URL,API_SERVICE,261551,3562,27.58,1637.33,3061.81,537.19,26.2,78.3,1,0,MEDIUM,HIGH,0,0,1,0,SLOW,INTERMEDIATE,99.5,0,EVENING,0,0,0,32,64
WH-04388,PLANNED,CORPORATE,3017,12,5.08,1.02,2.13,42.32,10.4,,0,0,LOW,LOW,0,0,0,0,SLOW,ADVANCED,99.9,0,WEEKEND,0,0,0,1,4
WH-04389,LIVE_URL,SAAS,318018,1108,7.38,136.28,418.39,99.57,53.7,60.1,1,1,HIGH,HIGH,0,0,1,0,MEDIUM,ADVANCED,99.95,1,EVENT_DRIVEN,0,0,1,32,64
WH-04390,LIVE_URL,MARKETPLACE,749260,209,5.49,19.12,31.36,35.16,23.7,64.3,1,0,HIGH,HIGH,0,0,1,0,MEDIUM,BEGINNER,99.95,1,EVENING,1,0,0,4,16
WH-04391,LIVE_URL,SAAS,1481120,498,5.9,48.97,101.86,55.26,292.3,64.3,1,1,HIGH,HIGH,1,338,0,0,SLOW,ADVANCED,99.99,1,WEEKEND,0,0,1,8,16
WH-04392,LIVE_URL,MARKETPLACE,524582,5288,18.81,1657.79,2453.53,387.77,48.4,77.8,1,1,HIGH,MEDIUM,0,0,1,0,RAPID,BEGINNER,99.9,0,BUSINESS_HOURS,1,0,1,32,64
WH-04393,LIVE_URL,CORPORATE,19549,108,1.78,3.2,6.44,8.73,17.5,78.7,1,1,LOW,LOW,0,0,0,0,SLOW,INTERMEDIATE,99.95,1,WEEKEND,0,0,1,2,4
WH-04394,PLANNED,ECOMMERCE,860024,139,14.56,33.73,90.4,39.98,34.2,,0,0,HIGH,HIGH,0,0,1,0,SLOW,INTERMEDIATE,99.9,0,EVENT_DRIVEN,1,0,1,8,16
WH-04395,LIVE_URL,SAAS,113006,2970,22.29,1103.36,2173.61,231.7,195.9,71.8,1,1,MEDIUM,HIGH,0,0,0,1,MEDIUM,BEGINNER,99.9,0,BUSINESS_HOURS,0,1,0,32,64
WH-04396,PLANNED,SAAS,587336,887,12.83,189.67,284.51,42.76,135.5,,0,0,HIGH,HIGH,0,0,1,0,RAPID,ADVANCED,99.95,1,NORMAL,0,1,0,16,32
WH-04397,PLANNED,ECOMMERCE,207172,872,5.01,72.81,152.18,31.95,27.7,,0,0,HIGH,HIGH,0,0,1,0,MEDIUM,INTERMEDIATE,99.95,1,EVENING,0,0,0,8,16
WH-04398,PLANNED,API_SERVICE,18644,61,8.43,8.57,12.34,29.68,205.0,,0,0,MEDIUM,VERY_HIGH,0,0,0,1,RAPID,BEGINNER,99.9,0,NORMAL,0,0,1,2,8
WH-04399,LIVE_URL,ECOMMERCE,59995,670,15.73,175.65,254.69,36.9,95.4,67.8,1,0,MEDIUM,VERY_HIGH,0,0,1,0,RAPID,INTERMEDIATE,99.9,0,BUSINESS_HOURS,0,0,0,16,32
WH-04400,LIVE_URL,CORPORATE,10191,58,2.75,2.66,4.41,22.33,66.8,80.1,1,1,LOW,LOW,0,0,0,0,SLOW,ADVANCED,99.95,1,BUSINESS_HOURS,0,0,0,2,4
WH-04401,LIVE_URL,CORPORATE,19424,57,5.01,4.76,6.62,32.91,10.0,63.8,1,1,LOW,LOW,0,0,0,0,RAPID,BEGINNER,99.9,0,NORMAL,0,0,1,1,4
WH-04402,PLANNED,ECOMMERCE,390687,847,13.91,196.36,276.87,38.7,22.6,,0,1,HIGH,HIGH,0,0,0,0,STABLE,BEGINNER,99.9,0,NORMAL,0,0,0,16,32
WH-04403,LIVE_URL,BLOG,4730,8,2.73,0.36,1.25,18.59,59.0,70.0,1,1,LOW,MEDIUM,0,0,0,1,MEDIUM,BEGINNER,99.9,0,SEASONAL,0,0,0,1,4
WH-04404,NEW_IDEA,ECOMMERCE,28020,88,11.24,16.49,21.6,19.39,60.2,,0,1,HIGH,VERY_HIGH,0,0,1,0,STABLE,ADVANCED,99.5,0,NORMAL,0,0,1,2,8
WH-04405,LIVE_URL,BLOG,24327,9,1.96,0.29,0.42,19.94,19.4,64.7,1,0,LOW,LOW,0,0,0,0,RAPID,BEGINNER,99.95,1,BUSINESS_HOURS,0,0,0,2,4
WH-04406,LIVE_URL,ECOMMERCE,56417,301,12.27,61.55,124.34,23.89,57.7,80.9,1,0,HIGH,VERY_HIGH,0,0,0,0,MEDIUM,ADVANCED,99.9,0,WEEKEND,0,0,1,8,16
WH-04407,LIVE_URL,BLOG,10162,74,3.39,4.18,8.49,15.85,22.1,64.7,1,0,LOW,LOW,0,0,0,0,MEDIUM,INTERMEDIATE,BASIC,0,SEASONAL,0,0,1,1,4
WH-04408,NEW_IDEA,SAAS,1344194,35,5.94,3.47,4.71,95.67,450.1,,0,0,MEDIUM,HIGH,0,0,1,1,MEDIUM,INTERMEDIATE,99.95,1,BUSINESS_HOURS,0,0,0,2,8
WH-04409,PLANNED,BLOG,48750,73,2.59,3.15,4.38,20.56,47.3,,0,1,LOW,LOW,0,0,1,0,MEDIUM,BEGINNER,BASIC,0,BUSINESS_HOURS,0,0,0,2,4
WH-04410,LIVE_URL,MARKETPLACE,14165,284,6.04,28.59,49.75,44.11,62.1,75.3,1,0,HIGH,VERY_HIGH,1,61,1,0,MEDIUM,INTERMEDIATE,99.99,1,BUSINESS_HOURS,0,0,1,4,16
WH-04411,NEW_IDEA,NEWS,113041,75,2.66,3.33,4.49,32.78,104.7,,0,0,MEDIUM,MEDIUM,0,0,0,0,STABLE,BEGINNER,99.9,0,NORMAL,0,0,0,1,4
WH-04412,PLANNED,MARKETPLACE,1295955,1409,12.64,296.83,626.31,207.18,101.6,,0,1,MEDIUM,VERY_HIGH,0,0,0,0,RAPID,ADVANCED,99.99,1,EVENT_DRIVEN,0,1,0,32,64
WH-04413,PLANNED,API_SERVICE,709650,2554,18.59,791.31,2975.34,165.24,82.8,,0,1,MEDIUM,VERY_HIGH,0,0,1,0,SLOW,BEGINNER,99.9,0,EVENT_DRIVEN,1,1,1,32,64
WH-04414,NEW_IDEA,API_SERVICE,266558,1017,30.79,521.89,1795.3,249.73,24.9,,0,1,MEDIUM,VERY_HIGH,0,0,1,0,MEDIUM,ADVANCED,99.99,1,SEASONAL,0,0,0,32,64
WH-04415,NEW_IDEA,MARKETPLACE,448261,3677,17.17,1052.23,3556.55,2138.42,216.4,,0,0,HIGH,MEDIUM,0,0,0,1,SLOW,INTERMEDIATE,99.9,0,SEASONAL,0,1,0,32,64
WH-04416,PLANNED,SAAS,591228,648,8.34,90.07,164.83,58.97,39.2,,0,0,HIGH,MEDIUM,0,0,0,0,SLOW,BEGINNER,99.9,0,BUSINESS_HOURS,1,0,1,8,16
WH-04417,PLANNED,NEWS,193410,723,6.75,81.34,115.5,14.54,35.1,,0,1,MEDIUM,LOW,0,0,0,0,SLOW,BEGINNER,99.9,0,NORMAL,0,0,0,2,8
WH-04418,LIVE_URL,BLOG,9588,25,2.47,1.03,1.21,8.0,67.9,62.8,1,0,LOW,LOW,0,0,0,0,STABLE,ADVANCED,99.9,0,NORMAL,0,0,0,1,4
WH-04419,LIVE_URL,MEDIA_STREAMING,11891,201,6.89,23.08,30.01,34.0,113.3,73.2,1,0,MEDIUM,MEDIUM,0,0,0,1,SLOW,BEGINNER,99.9,0,NORMAL,0,0,0,2,8
WH-04420,NEW_IDEA,EDUCATION,23089,22,4.1,1.5,1.8,22.47,27.5,,0,0,MEDIUM,MEDIUM,1,16,0,0,MEDIUM,INTERMEDIATE,99.9,0,NORMAL,0,0,0,1,4
WH-04421,LIVE_URL,SAAS,1246733,3499,13.87,808.85,2515.53,327.98,92.7,53.0,1,0,MEDIUM,VERY_HIGH,1,1481,0,0,SLOW,ADVANCED,99.95,1,EVENT_DRIVEN,0,1,0,32,64
WH-04422,PLANNED,NEWS,759313,312,2.18,11.34,14.51,10.59,190.7,,0,0,HIGH,MEDIUM,0,0,0,0,SLOW,INTERMEDIATE,99.5,0,NORMAL,0,0,1,2,8
WH-04423,LIVE_URL,SAAS,1492618,47,6.98,5.47,6.62,42.4,686.7,73.5,1,1,HIGH,VERY_HIGH,1,25,1,1,MEDIUM,INTERMEDIATE,99.95,1,NORMAL,0,0,1,2,8
